problem,step_index,algorithm,hv_mean,igd_mean,runtime_mean,step_delta_hv_abs,step_delta_hv_pct,step_hv_improvement_abs,step_hv_improvement_pct,step_delta_igd_abs,step_delta_igd_pct,step_igd_improvement_abs,step_igd_improvement_pct,step_delta_runtime_abs,step_delta_runtime_pct,cum_delta_hv_abs,cum_delta_hv_pct,cum_hv_improvement_abs,cum_hv_improvement_pct,cum_delta_igd_abs,cum_delta_igd_pct,cum_igd_improvement_abs,cum_igd_improvement_pct,cum_delta_runtime_abs,cum_delta_runtime_pct
zdt1,0,improved_nsga2_incremental_baseline,0.8555005625004352,0.02158994198244328,1.276983680000012,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
zdt1,1,improved_nsga2_incremental_plus_obl_init,0.8418154951372163,0.039747011329435124,1.2234505600000376,-0.013685067363218839,-1.5996561502216287,-0.013685067363218839,-1.5996561502216287,0.018157069346991843,84.09966715870281,-0.018157069346991843,-84.09966715870281,-0.053533119999974454,-4.192153810452296,-0.013685067363218839,-1.5996561502216287,-0.013685067363218839,-1.5996561502216287,0.018157069346991843,84.09966715870281,-0.018157069346991843,-84.09966715870281,-0.053533119999974454,-4.192153810452296
zdt1,2,improved_nsga2_incremental_plus_de_fixed,0.8709286644143527,0.004330509199842581,1.4743252099999153,0.029113169277136364,3.458378878187661,0.029113169277136364,3.458378878187661,-0.03541650212959254,-89.10481806053284,0.03541650212959254,89.10481806053284,0.25087464999987774,20.505499625572938,0.015428101913917525,1.8034005575431376,0.015428101913917525,1.8034005575431376,-0.0172594327826007,-79.94200631310586,0.0172594327826007,79.94200631310586,0.1973415299999033,15.453723731214907
zdt1,3,improved_nsga2_incremental_plus_de_adaptive,0.8708899314237032,0.004359021358327662,3.3339917700000115,-3.873299064949265e-05,-0.004447320685619902,-3.873299064949265e-05,-0.004447320685619902,2.8512158485081464e-05,0.6584019839079874,-2.8512158485081464e-05,-0.6584019839079874,1.8596665600000961,126.13679447292384,0.015389368923268032,1.7988730338514773,0.015389368923268032,1.7988730338514773,-0.017230920624115617,-79.8099440847392,0.017230920624115617,79.8099440847392,2.057008089999999,161.08334994539473
zdt1,4,improved_nsga2_incremental_plus_periodic_obl,0.8553102711851871,0.023938504506595244,5.955960520000008,-0.015579660238516091,-1.7889356250849011,-0.015579660238516091,-1.7889356250849011,0.01957948314826758,449.1715350479321,-0.01957948314826758,-449.1715350479321,2.621968749999996,78.64352796527712,-0.00019029131524805898,-0.022243271786038386,-0.00019029131524805898,-0.022243271786038386,0.0023485625241519634,10.878039996873499,-0.0023485625241519634,-10.878039996873499,4.678976839999995,366.40850727238353
zdt1,5,improved_nsga2_incremental_plus_restart,0.8518488136344586,0.024261435444892124,5.7890912799999565,-0.003461457550728464,-0.40470197393186785,-0.003461457550728464,-0.40470197393186785,0.0003229309382968802,1.3490021409144846,-0.0003229309382968802,-1.3490021409144846,-0.1668692400000511,-2.8017183700212116,-0.003651748865976523,-0.4268552267579211,-0.003651748865976523,-0.4268552267579211,0.0026714934624488436,12.37378713023534,-0.0026714934624488436,-12.37378713023534,4.512107599999944,353.34105444479144
zdt2,0,improved_nsga2_incremental_baseline,0.3475374158147744,0.17806590986731197,1.2283381899999768,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
zdt2,1,improved_nsga2_incremental_plus_obl_init,0.48667381378645524,0.03596953541824203,1.264788790000057,0.13913639797168087,40.034940596392026,0.13913639797168087,40.034940596392026,-0.14209637444906995,-79.7998755376337,0.14209637444906995,79.7998755376337,0.03645060000008016,2.9674726632150747,0.13913639797168087,40.034940596392026,0.13913639797168087,40.034940596392026,-0.14209637444906995,-79.7998755376337,0.14209637444906995,79.7998755376337,0.03645060000008016,2.9674726632150747
zdt2,2,improved_nsga2_incremental_plus_de_fixed,0.5376556292997219,0.004688587978377576,1.6951303800000914,0.05098181551326664,10.475561673765469,0.05098181551326664,10.475561673765469,-0.031280947439864454,-86.96511388356785,0.031280947439864454,86.96511388356785,0.43034159000003447,34.024778951433866,0.1901182134849475,54.704387163387906,0.1901182134849475,54.704387163387906,-0.1733773218889344,-97.36693678095301,0.1733773218889344,97.36693678095301,0.4667921900001146,38.0019276287521
zdt2,3,improved_nsga2_incremental_plus_de_adaptive,0.5376026623342431,0.004883719585862538,1.5355397100000574,-5.2966965478740136e-05,-0.00985146673675263,-5.2966965478740136e-05,-0.00985146673675263,0.00019513160748496194,4.161841654349945,-0.00019513160748496194,-4.161841654349945,-0.15959067000003402,-9.414654582500338,0.19006524651946877,54.68914651214621,0.19006524651946877,54.68914651214621,-0.17318219028144943,-97.25735285911735,0.17318219028144943,97.25735285911735,0.3072015200000806,25.009522825312988
zdt2,4,improved_nsga2_incremental_plus_periodic_obl,0.36815366449253323,0.16289407909202808,1.2904617299999699,-0.16944899784170991,-31.519374756436488,-0.16944899784170991,-31.519374756436488,0.15801035950616554,3235.4511091008626,-0.15801035950616554,-3235.4511091008626,-0.24507798000008751,-15.960380471051339,0.020616248677758853,5.9320947154497485,0.020616248677758853,5.9320947154497485,-0.01517183077528389,-8.520345520705995,0.01517183077528389,8.520345520705995,0.062123539999993094,5.0575273573472685
zdt2,5,improved_nsga2_incremental_plus_restart,0.3299739626567632,0.20370879804462816,1.2374287800000274,-0.03817970183577002,-10.37058856616226,-0.03817970183577002,-10.37058856616226,0.04081471895260008,25.055986798354738,-0.04081471895260008,-25.055986798354738,-0.05303294999994246,-4.109610441523414,-0.017563453158011166,-5.0536869870068575,-0.017563453158011166,-5.0536869870068575,0.025642888177316192,14.40078462880644,-0.025642888177316192,-14.40078462880644,0.009090590000050636,0.740072243463407
zdt3,0,improved_nsga2_incremental_baseline,1.0706267390282993,0.042028638358782476,1.2232369900000322,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
zdt3,1,improved_nsga2_incremental_plus_obl_init,1.0610841331675906,0.05223927097578933,1.186465589999989,-0.009542605860708653,-0.8913102496738986,-0.009542605860708653,-0.8913102496738986,0.010210632617006853,24.294464478821727,-0.010210632617006853,-24.294464478821727,-0.0367714000000432,-3.00607325486799,-0.009542605860708653,-0.8913102496738986,-0.009542605860708653,-0.8913102496738986,0.010210632617006853,24.294464478821727,-0.010210632617006853,-24.294464478821727,-0.0367714000000432,-3.00607325486799
zdt3,2,improved_nsga2_incremental_plus_de_fixed,1.0959554983434034,0.004847533064711353,1.3910564700000123,0.034871365175812796,3.286390219756977,0.034871365175812796,3.286390219756977,-0.04739173791107797,-90.72051930633185,0.04739173791107797,90.72051930633185,0.20459088000002335,17.243726385695286,0.025328759315104143,2.365788037210104,0.025328759315104143,2.365788037210104,-0.03718110529407112,-88.46611916538953,0.03718110529407112,88.46611916538953,0.16781947999998015,13.719294083804295
zdt3,3,improved_nsga2_incremental_plus_de_adaptive,1.0958922593911262,0.005283258469326739,1.453317770000058,-6.323895227722254e-05,-0.005770211689508531,-6.323895227722254e-05,-0.005770211689508531,0.000435725404615386,8.988600981132892,-0.000435725404615386,-8.988600981132892,0.062261300000045594,4.4758283608748854,0.02526552036282692,2.359881314542723,0.02526552036282692,2.359881314542723,-0.03674537988945574,-87.42938463952704,0.03674537988945574,87.42938463952704,0.23008078000002574,18.809174500193922
zdt3,4,improved_nsga2_incremental_plus_periodic_obl,1.0889444778600437,0.01680732758755322,1.2092831700000262,-0.006947781531082553,-0.6339839953740266,-0.006947781531082553,-0.6339839953740266,0.011524069118226482,218.1242728352646,-0.011524069118226482,-218.1242728352646,-0.24403460000003174,-16.791551375582646,0.018317738831744368,1.7109360493246737,0.018317738831744368,1.7109360493246737,-0.025221310771229254,-60.009821293577325,0.025221310771229254,60.009821293577325,-0.013953820000006001,-1.1407290749117744
zdt3,5,improved_nsga2_incremental_plus_restart,1.0710870185311485,0.04203632702894859,1.2545664999999189,-0.017857459328895153,-1.639887036663983,-0.017857459328895153,-1.639887036663983,0.02522899944139537,150.10714410111737,-0.02522899944139537,-150.10714410111737,0.04528332999989271,3.744642373538675,0.0004602795028492146,0.042991594182204364,0.0004602795028492146,0.042991594182204364,7.688670166115796e-06,0.018293883566915844,-7.688670166115796e-06,-0.018293883566915844,0.03132950999988671,2.5611970743204786
zdt4,0,improved_nsga2_incremental_baseline,0.0,6.4983503576820665,1.506169349999982,0.0,nan,0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0
zdt4,1,improved_nsga2_incremental_plus_obl_init,0.0,6.068877203228662,1.474501190000001,0.0,nan,0.0,nan,-0.4294731544534045,-6.608956593817692,0.4294731544534045,6.608956593817692,-0.03166815999998107,-2.1025630351581284,0.0,nan,0.0,nan,-0.4294731544534045,-6.608956593817692,0.4294731544534045,6.608956593817692,-0.03166815999998107,-2.1025630351581284
zdt4,2,improved_nsga2_incremental_plus_de_fixed,0.24633775521332316,0.7314130081401216,1.741677289999916,0.24633775521332316,nan,0.24633775521332316,nan,-5.337464195088541,-87.94813301295655,5.337464195088541,87.94813301295655,0.2671760999999151,18.119761571702423,0.24633775521332316,nan,0.24633775521332316,nan,-5.766937349541945,-88.74463567087489,5.766937349541945,88.74463567087489,0.23550793999993402,15.636219127678892
zdt4,3,improved_nsga2_incremental_plus_de_adaptive,0.47334346000007566,0.27537942957850475,1.7476655999999366,0.2270057047867525,92.15221783204547,0.2270057047867525,92.15221783204547,-0.4560335785616168,-62.34966749104515,0.4560335785616168,62.34966749104515,0.005988310000020647,0.34382431432064753,0.47334346000007566,nan,0.47334346000007566,nan,-6.222970928103562,-95.7623179049901,6.222970928103562,95.7623179049901,0.24149624999995467,16.033804565200956
zdt4,4,improved_nsga2_incremental_plus_periodic_obl,0.0069973761287971835,2.4991199842501444,1.4671489600000314,-0.46634608387127846,-98.5217127265694,-0.46634608387127846,-98.5217127265694,2.2237405546716396,807.5187598708054,-2.2237405546716396,-807.5187598708054,-0.2805166399999053,-16.050933313553546,0.0069973761287971835,nan,0.0069973761287971835,nan,-3.999230373431922,-61.542240004098986,3.999230373431922,61.542240004098986,-0.03902038999995061,-2.590704026738499
zdt4,5,improved_nsga2_incremental_plus_restart,0.0,6.4983503576820665,1.4968905700000505,-0.0069973761287971835,-100.0,-0.0069973761287971835,-100.0,3.999230373431922,160.02554493724648,-3.999230373431922,-160.02554493724648,0.02974161000001918,2.0271704381004736,0.0,nan,0.0,nan,0.0,0.0,-0.0,-0.0,-0.00927877999993143,-0.6160515748067468
zdt6,0,improved_nsga2_incremental_baseline,0.4017955653323787,0.004470066745678468,1.3110295800000131,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
zdt6,1,improved_nsga2_incremental_plus_obl_init,0.4022450663780117,0.0043006465120905436,4.595126680000158,0.0004495010456330162,0.1118730728800289,0.0004495010456330162,0.1118730728800289,-0.00016942023358792416,-3.790105231688426,0.00016942023358792416,3.790105231688426,3.284097100000145,250.49755933043954,0.0004495010456330162,0.1118730728800289,0.0004495010456330162,0.1118730728800289,-0.00016942023358792416,-3.790105231688426,0.00016942023358792416,3.790105231688426,3.284097100000145,250.49755933043954
zdt6,2,improved_nsga2_incremental_plus_de_fixed,0.4031587106823934,0.0038605132575933827,6.501408180000044,0.0009136443043816778,0.22713623627718435,0.0009136443043816778,0.22713623627718435,-0.00044013325449716086,-10.234118364757492,0.00044013325449716086,10.234118364757492,1.9062814999998858,41.48485194753805,0.001363145350014694,0.3392634134443606,0.001363145350014694,0.3392634134443606,-0.000609553488085085,-13.636339740886058,0.000609553488085085,13.636339740886058,5.190378600000031,395.9009528984067
zdt6,3,improved_nsga2_incremental_plus_de_adaptive,0.4030802061859172,0.0038758932791280046,5.689809979999973,-7.850449647617275e-05,-0.019472355277477368,-7.850449647617275e-05,-0.019472355277477368,1.538002153462191e-05,0.39839318008739877,-1.538002153462191e-05,-0.39839318008739877,-0.8115982000000708,-12.483421706958033,0.0012846408535385212,0.31972499558969086,0.0012846408535385212,0.31972499558969086,-0.0005941734665504631,-13.292272808339897,0.0005941734665504631,13.292272808339897,4.37878039999996,333.9955456992752
zdt6,4,improved_nsga2_incremental_plus_periodic_obl,0.4018068279224661,0.004377263421204128,5.576223679999975,-0.0012733782634511415,-0.31591188153352456,-0.0012733782634511415,-0.31591188153352456,0.0005013701420761235,12.93560234942592,-0.0005013701420761235,-12.93560234942592,-0.11358629999999792,-1.9963109558888723,1.1262590087379731e-05,0.002803064806865885,1.1262590087379731e-05,0.002803064806865885,-9.280332447433957e-05,-2.0761060126016946,9.280332447433957e-05,2.0761060126016946,4.265194099999962,325.33164507241094
zdt6,5,improved_nsga2_incremental_plus_restart,0.4017955653323787,0.004470066745678468,4.948770969999941,-1.1262590087379731e-05,-0.0028029862373451244,-1.1262590087379731e-05,-0.0028029862373451244,9.280332447433957e-05,2.1201219927680426,-9.280332447433957e-05,-2.1201219927680426,-0.6274527100000338,-11.252287318575366,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.6377413899999285,277.47210631204
